year,state,county,state_name,county_name,population,subgroup_type,subgroup,share_in_preschool,share_in_preschool_quality,share_hs_degree,share_hs_degree_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,pctl_income_20,pctl_income_50,pctl_income_80,pctl_income_quality,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality,share_employed,share_employed_quality
2017,39,153,Ohio,Summit County,540428,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,0.80519557,0.72416437,0.88622677,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,39,153,Ohio,Summit County,540428,race-ethnicity,Hispanic,NA,NA,NA,NA,1.0286121,0.79026723,1.2669570000000001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,39,153,Ohio,Summit County,540428,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,39,153,Ohio,Summit County,540428,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,0.98015457,0.93411517,1.026194,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,079,Wisconsin,Milwaukee County,939489,all,All,NA,NA,NA,NA,1.0845345,1.0521531,1.1169159,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,0.97528958,0.93405533,1.0165238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Hispanic,NA,NA,NA,NA,1.1871998,1.1310695,1.2433301,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,1.0671252,1.0220059,1.1122445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,36,029,New York,Erie County,954236,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,029,New York,Erie County,954236,race-ethnicity,"Black, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,029,New York,Erie County,954236,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,029,New York,Erie County,954236,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,029,New York,Erie County,954236,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,055,New York,Monroe County,759443,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,055,New York,Monroe County,759443,race-ethnicity,"Black, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,055,New York,Monroe County,759443,race-ethnicity,Hispanic,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,055,New York,Monroe County,759443,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,055,New York,Monroe County,759443,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,067,New York,Onondaga County,476516,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,067,New York,Onondaga County,476516,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,067,New York,Onondaga County,476516,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,067,New York,Onondaga County,476516,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,36,067,New York,Onondaga County,476516,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,39,113,Ohio,Montgomery County,537309,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,39,113,Ohio,Montgomery County,537309,race-ethnicity,"Black, Non-Hispanic",NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,39,113,Ohio,Montgomery County,537309,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2018,39,113,Ohio,Montgomery County,537309,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2018,39,113,Ohio,Montgomery County,537309,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,39,153,Ohio,Summit County,540428,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,39,153,Ohio,Summit County,540428,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,39,153,Ohio,Summit County,540428,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2018,39,153,Ohio,Summit County,540428,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,39,153,Ohio,Summit County,540428,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,55,079,Wisconsin,Milwaukee County,939489,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"Black, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Hispanic,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2018,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,TRUE
2019,36,029,New York,Erie County,954236,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,029,New York,Erie County,954236,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,029,New York,Erie County,954236,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,029,New York,Erie County,954236,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,029,New York,Erie County,954236,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,055,New York,Monroe County,759443,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,055,New York,Monroe County,759443,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,055,New York,Monroe County,759443,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,055,New York,Monroe County,759443,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,055,New York,Monroe County,759443,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,067,New York,Onondaga County,476516,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,067,New York,Onondaga County,476516,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,067,New York,Onondaga County,476516,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,067,New York,Onondaga County,476516,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,36,067,New York,Onondaga County,476516,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,113,Ohio,Montgomery County,537309,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,113,Ohio,Montgomery County,537309,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,113,Ohio,Montgomery County,537309,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,113,Ohio,Montgomery County,537309,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,113,Ohio,Montgomery County,537309,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,153,Ohio,Summit County,540428,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,153,Ohio,Summit County,540428,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,153,Ohio,Summit County,540428,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,153,Ohio,Summit County,540428,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,39,153,Ohio,Summit County,540428,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,55,079,Wisconsin,Milwaukee County,939489,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,36,029,New York,Erie County,954236,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,029,New York,Erie County,954236,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,029,New York,Erie County,954236,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,029,New York,Erie County,954236,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,029,New York,Erie County,954236,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,055,New York,Monroe County,759443,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,055,New York,Monroe County,759443,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,055,New York,Monroe County,759443,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,055,New York,Monroe County,759443,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,055,New York,Monroe County,759443,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,067,New York,Onondaga County,476516,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,067,New York,Onondaga County,476516,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,067,New York,Onondaga County,476516,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,067,New York,Onondaga County,476516,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,36,067,New York,Onondaga County,476516,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,39,113,Ohio,Montgomery County,537309,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,39,113,Ohio,Montgomery County,537309,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,39,113,Ohio,Montgomery County,537309,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,113,Ohio,Montgomery County,537309,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,113,Ohio,Montgomery County,537309,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,39,153,Ohio,Summit County,540428,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,39,153,Ohio,Summit County,540428,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,39,153,Ohio,Summit County,540428,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,39,153,Ohio,Summit County,540428,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,39,153,Ohio,Summit County,540428,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,55,079,Wisconsin,Milwaukee County,939489,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2020,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA
2021,36,029,New York,Erie County,954236,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,029,New York,Erie County,954236,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,029,New York,Erie County,954236,race-ethnicity,Hispanic,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,029,New York,Erie County,954236,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,029,New York,Erie County,954236,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,055,New York,Monroe County,759443,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,055,New York,Monroe County,759443,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,055,New York,Monroe County,759443,race-ethnicity,Hispanic,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,055,New York,Monroe County,759443,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,055,New York,Monroe County,759443,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,067,New York,Onondaga County,476516,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,067,New York,Onondaga County,476516,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,067,New York,Onondaga County,476516,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,067,New York,Onondaga County,476516,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,36,067,New York,Onondaga County,476516,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,113,Ohio,Montgomery County,537309,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,113,Ohio,Montgomery County,537309,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,113,Ohio,Montgomery County,537309,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,113,Ohio,Montgomery County,537309,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,113,Ohio,Montgomery County,537309,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,153,Ohio,Summit County,540428,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,153,Ohio,Summit County,540428,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,153,Ohio,Summit County,540428,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,153,Ohio,Summit County,540428,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,39,153,Ohio,Summit County,540428,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,55,079,Wisconsin,Milwaukee County,939489,all,All,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"Black, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Hispanic,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2021,55,079,Wisconsin,Milwaukee County,939489,race-ethnicity,"White, Non-Hispanic",NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE
2022,36,029,New York,Erie County,954236,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,029,New York,Erie County,954236,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,029,New York,Erie County,954236,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,029,New York,Erie County,954236,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,029,New York,Erie County,954236,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,055,New York,Monroe County,759443,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,055,New York,Monroe County,759443,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,055,New York,Monroe County,759443,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,055,New York,Monroe County,759443,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,055,New York,Monroe County,759443,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,067,New York,Onondaga County,476516,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,067,New York,Onondaga County,476516,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,067,New York,Onondaga County,476516,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,067,New York,Onondaga County,476516,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,067,New York,Onondaga County,476516,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,113,Ohio,Montgomery County,537309,all,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,113,Ohio,Montgomery County,537309,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
