state,county,state_name,county_name,population,subgroup_type,subgroup,share_debt_coll,share_debt_coll_ub,share_debt_coll_lb,share_debt_coll_quality,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality
12,117,Florida,Seminole County,467832,race-ethnicity,"Majority White, Non-Hispanic",0.2483175,0.2612189,0.235416,1,39.82039562,53.53783905,1,1
12,119,Florida,Sumter County,128754,all,All,0.1698027,0.1855711,0.1540342,1,34.28973277,39.81915143,1,1
12,119,Florida,Sumter County,128754,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
12,119,Florida,Sumter County,128754,race-ethnicity,Majority Non-White,NA,NA,NA,3,34.87434555,40.7504363,1,1
12,119,Florida,Sumter County,128754,race-ethnicity,"Majority White, Non-Hispanic",0.1966357,0.215403,0.1778685,1,34.24764418,39.75210454,1,1
12,121,Florida,Suwannee County,44191,all,All,0.4497717,0.4827341,0.4168093,1,5.673408979,33.58682782,1,1
12,121,Florida,Suwannee County,44191,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
12,121,Florida,Suwannee County,44191,race-ethnicity,Majority Non-White,NA,NA,NA,3,6.416149068,0,1,1
12,121,Florida,Suwannee County,44191,race-ethnicity,"Majority White, Non-Hispanic",0.4516129,0.4873969,0.4158289,1,5.184124386,55.71235679,1,1
12,123,Florida,Taylor County,21623,all,All,0.5538462,0.607974,0.4997184,1,3.321989529,18.24018325,1,1
12,123,Florida,Taylor County,21623,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,4,0,2,2
12,123,Florida,Taylor County,21623,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
12,123,Florida,Taylor County,21623,race-ethnicity,"Majority White, Non-Hispanic",0.5538462,0.607974,0.4997184,1,2.967098704,27.78763709,2,2
12,125,Florida,Union County,14940,all,All,0.4723926,0.5492713,0.395514,1,4.884928717,37.66496945,1,1
12,125,Florida,Union County,14940,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
12,125,Florida,Union County,14940,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
12,125,Florida,Union County,14940,race-ethnicity,"Majority White, Non-Hispanic",0.4625,0.5400001,0.3849998,1,4.884928717,37.66496945,1,1
12,127,Florida,Volusia County,547538,all,All,0.3707472,0.380494,0.3610004,1,22.88316101,35.71336591,1,1
12,127,Florida,Volusia County,547538,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,26.40058568,33.33242452,1,1
12,127,Florida,Volusia County,547538,race-ethnicity,Majority Non-White,0.6389831,0.6777719,0.6001942,1,29.95165239,54.25948592,1,1
12,127,Florida,Volusia County,547538,race-ethnicity,"Majority White, Non-Hispanic",0.3183313,0.3294965,0.3071661,1,21.2044335,34.64033613,1,1
12,129,Florida,Wakulla County,32461,all,All,0.3871635,0.4306498,0.3436773,1,14.34040501,22.98746384,1,1
12,129,Florida,Wakulla County,32461,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
12,129,Florida,Wakulla County,32461,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
12,129,Florida,Wakulla County,32461,race-ethnicity,"Majority White, Non-Hispanic",0.3919491,0.4360382,0.3478601,1,14.34040501,22.98746384,1,1
12,131,Florida,Walton County,71375,all,All,0.3242259,0.3519257,0.296526,1,38.11210147,47.5802194,1,1
12,131,Florida,Walton County,71375,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,35.63243243,12.23243243,1,1
12,131,Florida,Walton County,71375,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
12,131,Florida,Walton County,71375,race-ethnicity,"Majority White, Non-Hispanic",0.3239051,0.3516231,0.2961871,1,38.57934406,54.24078224,1,1
12,133,Florida,Washington County,24880,all,All,0.4147059,0.467152,0.3622597,1,4.256713701,17.3709604,1,1
12,133,Florida,Washington County,24880,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,4,0,1,1
12,133,Florida,Washington County,24880,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
12,133,Florida,Washington County,24880,race-ethnicity,"Majority White, Non-Hispanic",0.4048338,0.4577949,0.3518728,1,4.302900107,20.4962406,1,1
13,1,Georgia,Appling County,18507,all,All,0.4236111,0.4807796,0.3664426,1,4.025224215,16.49383408,1,1
13,1,Georgia,Appling County,18507,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,6,0,1,1
13,1,Georgia,Appling County,18507,race-ethnicity,Majority Non-White,NA,NA,NA,3,4,15,1,1
13,1,Georgia,Appling County,18507,race-ethnicity,"Majority White, Non-Hispanic",0.4253731,0.4846764,0.3660699,1,2.424369748,31.02240896,1,1
13,3,Georgia,Atkinson County,8297,all,All,0.4636364,0.5572548,0.370018,1,0.85304248,24.64179104,1,1
13,3,Georgia,Atkinson County,8297,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1,24.40780619,1,1
13,3,Georgia,Atkinson County,8297,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,3,Georgia,Atkinson County,8297,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,0,26,1,1
13,5,Georgia,Bacon County,11185,all,All,0.3459119,0.420082,0.2717419,1,3,17.86692015,1,1
13,5,Georgia,Bacon County,11185,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,3,13,1,1
13,5,Georgia,Bacon County,11185,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,5,Georgia,Bacon County,11185,race-ethnicity,"Majority White, Non-Hispanic",0.3478261,0.4275812,0.268071,1,3,21.10126582,1,1
13,7,Georgia,Baker County,3092,all,All,NA,NA,NA,3,3.738831615,29.91065292,1,1
13,7,Georgia,Baker County,3092,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,7,Georgia,Baker County,3092,race-ethnicity,Majority Non-White,NA,NA,NA,3,3.738831615,29.91065292,3,3
13,7,Georgia,Baker County,3092,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
13,9,Georgia,Baldwin County,44823,all,All,0.4689781,0.5107992,0.4271571,1,1.288701394,3.694057227,1,1
13,9,Georgia,Baldwin County,44823,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1.568238213,0,1,1
13,9,Georgia,Baldwin County,44823,race-ethnicity,Majority Non-White,NA,NA,NA,3,1.78975265,4.770318021,1,1
13,9,Georgia,Baldwin County,44823,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,0.798264642,6.394793926,1,1
13,11,Georgia,Banks County,18988,all,All,0.415493,0.4729098,0.3580761,1,6.173943174,20.55370755,1,1
13,11,Georgia,Banks County,18988,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,11,Georgia,Banks County,18988,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,11,Georgia,Banks County,18988,race-ethnicity,"Majority White, Non-Hispanic",0.415493,0.4729098,0.3580761,1,6.173943174,20.55370755,1,1
13,13,Georgia,Barrow County,80809,all,All,0.4136859,0.4406139,0.3867578,1,38.14759225,34.61257036,1,1
13,13,Georgia,Barrow County,80809,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,39.07580011,40.34194273,1,1
13,13,Georgia,Barrow County,80809,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,13,Georgia,Barrow County,80809,race-ethnicity,"Majority White, Non-Hispanic",0.4136859,0.4406139,0.3867578,1,37.78938245,32.40151679,1,1
13,15,Georgia,Bartow County,106408,all,All,0.4206687,0.4445325,0.3968049,1,42.92761938,42.24874217,1,1
13,15,Georgia,Bartow County,106408,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,49.92170022,27.77404922,1,1
13,15,Georgia,Bartow County,106408,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,15,Georgia,Bartow County,106408,race-ethnicity,"Majority White, Non-Hispanic",0.4191177,0.4430641,0.3951712,1,41.20870904,45.80613591,1,1
13,17,Georgia,Ben Hill County,16787,all,All,0.5080906,0.563924,0.4522572,1,0.236156352,4.861970684,1,1
13,17,Georgia,Ben Hill County,16787,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,17,Georgia,Ben Hill County,16787,race-ethnicity,Majority Non-White,NA,NA,NA,3,0.285152409,0,1,1
13,17,Georgia,Ben Hill County,16787,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,0,28.29620853,1,1
13,19,Georgia,Berrien County,19252,all,All,0.444079,0.5000253,0.3881327,1,1.987436017,17.14285714,1,1
13,19,Georgia,Berrien County,19252,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1,32,1,1
13,19,Georgia,Berrien County,19252,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,19,Georgia,Berrien County,19252,race-ethnicity,"Majority White, Non-Hispanic",0.4422442,0.4982594,0.3862291,1,2.068479355,15.92346425,1,1
13,21,Georgia,Bibb County,153095,all,All,0.4900319,0.5096006,0.4704632,1,17.01076304,22.30470742,1,1
13,21,Georgia,Bibb County,153095,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,11.95973706,17.43138866,1,1
13,21,Georgia,Bibb County,153095,race-ethnicity,Majority Non-White,0.6112327,0.637046,0.5854194,1,18.35387674,23.65245564,1,1
13,21,Georgia,Bibb County,153095,race-ethnicity,"Majority White, Non-Hispanic",0.3143632,0.3617977,0.2669286,1,12.77478109,17.9709282,1,1
13,23,Georgia,Bleckley County,12838,all,All,0.4101124,0.4825735,0.3376512,1,2.682060391,10.1740675,1,1
13,23,Georgia,Bleckley County,12838,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,3,0,1,1
13,23,Georgia,Bleckley County,12838,race-ethnicity,Majority Non-White,NA,NA,NA,3,3,0,1,1
13,23,Georgia,Bleckley County,12838,race-ethnicity,"Majority White, Non-Hispanic",0.4124294,0.4851579,0.3397009,1,2,32,1,1
13,25,Georgia,Brantley County,18897,all,All,0.4385965,0.5300893,0.3471037,1,12.83637434,45.81636257,1,1
13,25,Georgia,Brantley County,18897,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,25,Georgia,Brantley County,18897,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,25,Georgia,Brantley County,18897,race-ethnicity,"Majority White, Non-Hispanic",0.4385965,0.5300893,0.3471037,1,12.83637434,45.81636257,1,1
13,27,Georgia,Brooks County,15513,all,All,0.5462185,0.6096038,0.4828332,1,4.120521173,13.17698154,1,1
13,27,Georgia,Brooks County,15513,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,4,10,1,1
13,27,Georgia,Brooks County,15513,race-ethnicity,Majority Non-White,NA,NA,NA,3,4.223564955,4.791540785,1,1
13,27,Georgia,Brooks County,15513,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,4,26,1,1
13,29,Georgia,Bryan County,38109,all,All,0.3327556,0.371237,0.2942743,1,24.13535354,20.87474747,1,1
13,29,Georgia,Bryan County,38109,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,31,0,1,1
13,29,Georgia,Bryan County,38109,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,29,Georgia,Bryan County,38109,race-ethnicity,"Majority White, Non-Hispanic",0.3327556,0.371237,0.2942743,1,21.69041096,28.30958904,1,1
13,31,Georgia,Bulloch County,77296,all,All,0.4172063,0.4466151,0.3877975,1,7.419216892,10.77789657,1,1
13,31,Georgia,Bulloch County,77296,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,9.264010804,14.66396579,1,1
13,31,Georgia,Bulloch County,77296,race-ethnicity,Majority Non-White,NA,NA,NA,3,4,0,1,1
13,31,Georgia,Bulloch County,77296,race-ethnicity,"Majority White, Non-Hispanic",0.384778,0.4286721,0.3408839,1,4.840214067,5.92469419,1,1
13,33,Georgia,Burke County,22423,all,All,0.5485564,0.5985917,0.4985211,1,15.36212412,29.51119642,1,1
13,33,Georgia,Burke County,22423,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,33,Georgia,Burke County,22423,race-ethnicity,Majority Non-White,0.570922,0.6287928,0.5130512,1,15.27936393,26.85290929,1,1
13,33,Georgia,Burke County,22423,race-ethnicity,"Majority White, Non-Hispanic",0.46,0.5995513,0.3204487,1,16,50,1,1
13,35,Georgia,Butts County,24193,all,All,0.3850575,0.4362577,0.3338573,1,37.89899952,22.4092425,1,1
13,35,Georgia,Butts County,24193,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,39.16666667,20.91666667,1,1
13,35,Georgia,Butts County,24193,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,35,Georgia,Butts County,24193,race-ethnicity,"Majority White, Non-Hispanic",0.3607143,0.4170629,0.3043657,1,34,27,1,1
13,37,Georgia,Calhoun County,6352,all,All,0.5316456,0.6423863,0.4209049,1,0,0,1,1
13,37,Georgia,Calhoun County,6352,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,37,Georgia,Calhoun County,6352,race-ethnicity,Majority Non-White,0.515625,0.6390331,0.3922169,1,0,0,3,3
13,37,Georgia,Calhoun County,6352,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
13,39,Georgia,Camden County,53677,all,All,0.3830049,0.4164621,0.3495478,1,30.12893553,15.3868066,1,1
13,39,Georgia,Camden County,53677,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,32.59701493,15.4894757,2,2
13,39,Georgia,Camden County,53677,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,39,Georgia,Camden County,53677,race-ethnicity,"Majority White, Non-Hispanic",0.3839506,0.4174647,0.3504365,1,25.48596112,15.19366451,2,2
13,43,Georgia,Candler County,10836,all,All,0.4379085,0.5167817,0.3590353,1,1,3.037008481,1,1
13,43,Georgia,Candler County,10836,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1,4.249190939,1,1
13,43,Georgia,Candler County,10836,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,43,Georgia,Candler County,10836,race-ethnicity,"Majority White, Non-Hispanic",0.4379085,0.5167817,0.3590353,1,1,0,1,1
13,45,Georgia,Carroll County,118121,all,All,0.3871508,0.4097227,0.3645789,1,42.83940766,29.17849184,1,1
13,45,Georgia,Carroll County,118121,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,46.64013841,30.38062284,1,1
13,45,Georgia,Carroll County,118121,race-ethnicity,Majority Non-White,NA,NA,NA,3,60,56,1,1
13,45,Georgia,Carroll County,118121,race-ethnicity,"Majority White, Non-Hispanic",0.3868032,0.4095759,0.3640305,1,40.47125988,26.81350639,1,1
13,47,Georgia,Catoosa County,67420,all,All,0.3857868,0.4162021,0.3553715,1,23.28016436,23.29548001,1,1
13,47,Georgia,Catoosa County,67420,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,47,Georgia,Catoosa County,67420,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,47,Georgia,Catoosa County,67420,race-ethnicity,"Majority White, Non-Hispanic",0.3869654,0.4174443,0.3564864,1,23.28016436,23.29548001,1,1
13,49,Georgia,Charlton County,12968,all,All,0.5529412,0.627902,0.4779803,1,11,36.04612159,1,1
13,49,Georgia,Charlton County,12968,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,11,34,1,1
13,49,Georgia,Charlton County,12968,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,49,Georgia,Charlton County,12968,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,11,42,1,1
13,51,Georgia,Chatham County,289195,all,All,0.4595682,0.4737814,0.4453549,1,49.16882749,46.41870351,1,1
13,51,Georgia,Chatham County,289195,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,52.18132522,47.51593705,1,1
13,51,Georgia,Chatham County,289195,race-ethnicity,Majority Non-White,0.65063,0.6822752,0.6189848,1,52.7767705,51.07450072,1,1
13,51,Georgia,Chatham County,289195,race-ethnicity,"Majority White, Non-Hispanic",0.20317,0.2331273,0.1732128,1,36.54634878,33.64754918,1,1
13,53,Georgia,Chattahoochee County,10684,all,All,0.3426966,0.4126176,0.2727757,1,12.52854123,37.5602537,1,1
13,53,Georgia,Chattahoochee County,10684,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,11.69186047,37.69186047,2,2
13,53,Georgia,Chattahoochee County,10684,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,53,Georgia,Chattahoochee County,10684,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,14.75968992,37.20930233,2,2
13,55,Georgia,Chattooga County,24790,all,All,0.5117493,0.5618767,0.461622,1,2.650492798,0,1,1
13,55,Georgia,Chattooga County,24790,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,55,Georgia,Chattooga County,24790,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,55,Georgia,Chattooga County,24790,race-ethnicity,"Majority White, Non-Hispanic",0.513089,0.5632787,0.4628993,1,2.650492798,0,1,1
13,57,Georgia,Cherokee County,254149,all,All,0.2487117,0.2626667,0.2347567,1,42.85289201,36.96355734,1,1
13,57,Georgia,Cherokee County,254149,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,44,34,1,1
13,57,Georgia,Cherokee County,254149,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,57,Georgia,Cherokee County,254149,race-ethnicity,"Majority White, Non-Hispanic",0.2482928,0.2622894,0.2342962,1,42.80034965,37.0993007,1,1
13,59,Georgia,Clarke County,127330,all,All,0.364069,0.387078,0.34106,1,20.97912151,73.38282944,1,1
13,59,Georgia,Clarke County,127330,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,20.70024992,62.27038425,1,1
13,59,Georgia,Clarke County,127330,race-ethnicity,Majority Non-White,0.5,0.5486966,0.4513034,1,18.06092843,72.48307544,1,1
13,59,Georgia,Clarke County,127330,race-ethnicity,"Majority White, Non-Hispanic",0.3216897,0.3477955,0.2955839,1,22.96066934,84.08981693,1,1
13,61,Georgia,Clay County,2887,all,All,NA,NA,NA,3,0,0,1,1
13,61,Georgia,Clay County,2887,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,61,Georgia,Clay County,2887,race-ethnicity,Majority Non-White,NA,NA,NA,3,0,0,1,1
13,61,Georgia,Clay County,2887,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
13,63,Georgia,Clayton County,289615,all,All,0.5464801,0.5611386,0.5318216,1,54.91263408,58.34257679,1,1
13,63,Georgia,Clayton County,289615,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,48.49481865,56.04015544,1,1
13,63,Georgia,Clayton County,289615,race-ethnicity,Majority Non-White,0.5508181,0.5656204,0.5360159,1,55.06725128,58.39804644,1,1
13,63,Georgia,Clayton County,289615,race-ethnicity,"Majority White, Non-Hispanic",0.2745098,0.3982087,0.1508109,1,NA,NA,NA,NA
13,65,Georgia,Clinch County,6648,all,All,0.5,0.6027319,0.3972681,1,0,0,1,1
13,65,Georgia,Clinch County,6648,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,0,0,1,1
13,65,Georgia,Clinch County,6648,race-ethnicity,Majority Non-White,NA,NA,NA,3,0,0,1,1
13,65,Georgia,Clinch County,6648,race-ethnicity,"Majority White, Non-Hispanic",0.494382,0.5988438,0.3899203,1,NA,NA,NA,NA
13,67,Georgia,Cobb County,756865,all,All,0.3005213,0.3088978,0.2921448,1,60.06925485,66.26411488,1,1
13,67,Georgia,Cobb County,756865,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,57.08052296,61.75427422,1,1
13,67,Georgia,Cobb County,756865,race-ethnicity,Majority Non-White,0.4447404,0.4652649,0.4242158,1,68.15574975,72.4362385,1,1
13,67,Georgia,Cobb County,756865,race-ethnicity,"Majority White, Non-Hispanic",0.2224742,0.2341807,0.2107677,1,48.45217084,59.74387575,1,1
13,69,Georgia,Coffee County,43093,all,All,0.4070175,0.4473846,0.3666504,1,1.892400651,18.28747386,1,1
13,69,Georgia,Coffee County,43093,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,2.257309942,10.7251462,1,1
13,69,Georgia,Coffee County,43093,race-ethnicity,Majority Non-White,NA,NA,NA,3,3,34,1,1
13,69,Georgia,Coffee County,43093,race-ethnicity,"Majority White, Non-Hispanic",0.3680556,0.4238526,0.3122585,1,1.186721992,19.57520747,1,1
13,71,Georgia,Colquitt County,45592,all,All,0.4657933,0.5031222,0.4284644,1,1.951934081,8.485008011,1,1
13,71,Georgia,Colquitt County,45592,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,3.099039172,2.180339985,1,1
13,71,Georgia,Colquitt County,45592,race-ethnicity,Majority Non-White,NA,NA,NA,3,2,0,1,1
13,71,Georgia,Colquitt County,45592,race-ethnicity,"Majority White, Non-Hispanic",0.4177215,0.4806444,0.3547986,1,1.180984556,16.46766409,1,1
13,73,Georgia,Columbia County,154291,all,All,0.3078672,0.3271655,0.2885689,1,14.84589947,19.76901455,1,1
13,73,Georgia,Columbia County,154291,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,12.94339623,23.37526205,1,1
13,73,Georgia,Columbia County,154291,race-ethnicity,Majority Non-White,NA,NA,NA,3,13,9,1,1
13,73,Georgia,Columbia County,154291,race-ethnicity,"Majority White, Non-Hispanic",0.2807469,0.3031037,0.2583902,1,16.23475522,17.83080447,1,1
13,75,Georgia,Cook County,17162,all,All,0.5249042,0.5856058,0.4642026,1,1.586368978,16.13631022,1,1
13,75,Georgia,Cook County,17162,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,75,Georgia,Cook County,17162,race-ethnicity,Majority Non-White,NA,NA,NA,3,2,0,1,1
13,75,Georgia,Cook County,17162,race-ethnicity,"Majority White, Non-Hispanic",0.5,0.5732486,0.4267514,1,1.453416149,21.32298137,1,1
13,77,Georgia,Coweta County,145864,all,All,0.3092783,0.3288933,0.2896634,1,41.06869318,25.46597484,1,1
13,77,Georgia,Coweta County,145864,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,51.30310881,30.24467473,1,1
13,77,Georgia,Coweta County,145864,race-ethnicity,Majority Non-White,NA,NA,NA,3,43.63291139,24.40506329,1,1
13,77,Georgia,Coweta County,145864,race-ethnicity,"Majority White, Non-Hispanic",0.3043269,0.3241058,0.284548,1,31.89784946,22.52666667,1,1
13,79,Georgia,Crawford County,12318,all,All,0.3933333,0.4717699,0.3148968,1,5,21.58303249,1,1
13,79,Georgia,Crawford County,12318,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,79,Georgia,Crawford County,12318,race-ethnicity,Majority Non-White,NA,NA,NA,3,5,0,1,1
13,79,Georgia,Crawford County,12318,race-ethnicity,"Majority White, Non-Hispanic",0.3246753,0.4299515,0.2193991,1,5,34.26074499,1,1
13,81,Georgia,Crisp County,22601,all,All,0.5703325,0.6194633,0.5212017,1,0.733878887,0,1,1
13,81,Georgia,Crisp County,22601,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1,0,1,1
13,81,Georgia,Crisp County,22601,race-ethnicity,Majority Non-White,NA,NA,NA,3,0.614269142,0,1,1
13,81,Georgia,Crisp County,22601,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,0,0,1,1
13,83,Georgia,Dade County,16226,all,All,0.4292237,0.4949294,0.3635181,1,17.45493043,22.7707199,1,1
13,83,Georgia,Dade County,16226,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,83,Georgia,Dade County,16226,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,83,Georgia,Dade County,16226,race-ethnicity,"Majority White, Non-Hispanic",0.4292237,0.4949294,0.3635181,1,17.45493043,22.7707199,1,1
13,85,Georgia,Dawson County,25083,all,All,0.3058252,0.350371,0.2612795,1,36.26157407,23.51157407,1,1
13,85,Georgia,Dawson County,25083,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,NA,NA,NA,NA
13,85,Georgia,Dawson County,25083,race-ethnicity,Majority Non-White,NA,NA,NA,3,NA,NA,NA,NA
13,85,Georgia,Dawson County,25083,race-ethnicity,"Majority White, Non-Hispanic",0.3058252,0.350371,0.2612795,1,36.26157407,23.51157407,1,1
13,87,Georgia,Decatur County,26575,all,All,0.424821,0.4722094,0.3774326,1,1.656527977,4.858249641,1,1
13,87,Georgia,Decatur County,26575,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1,0,1,1
13,87,Georgia,Decatur County,26575,race-ethnicity,Majority Non-White,NA,NA,NA,3,2.162071284,8.400134499,1,1
13,87,Georgia,Decatur County,26575,race-ethnicity,"Majority White, Non-Hispanic",0.3650794,0.4849226,0.2452361,1,1.451977401,3.583535109,1,1
13,89,Georgia,DeKalb County,756558,all,All,0.3895095,0.3984388,0.3805802,1,62.65273905,70.73464232,1,1
13,89,Georgia,DeKalb County,756558,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,74.75791634,83.06518765,1,1
13,89,Georgia,DeKalb County,756558,race-ethnicity,Majority Non-White,0.5036573,0.5156314,0.4916832,1,60.45564264,67.90204828,1,1
13,89,Georgia,DeKalb County,756558,race-ethnicity,"Majority White, Non-Hispanic",0.1563178,0.1711532,0.1414825,1,64.41701971,79.1834592,1,1
13,91,Georgia,Dodge County,20705,all,All,0.4774775,0.5312074,0.4237476,1,2.236012608,3.64499606,1,1
13,91,Georgia,Dodge County,20705,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,2,24,2,2
13,91,Georgia,Dodge County,20705,race-ethnicity,Majority Non-White,NA,NA,NA,3,2,0,2,2
13,91,Georgia,Dodge County,20705,race-ethnicity,"Majority White, Non-Hispanic",0.5036232,0.5627179,0.4445285,1,2.375784191,1.753450439,2,2
13,93,Georgia,Dooly County,13706,all,All,0.5337423,0.6105629,0.4569218,1,1,2.0234375,1,1
13,93,Georgia,Dooly County,13706,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,1,13,1,1
13,93,Georgia,Dooly County,13706,race-ethnicity,Majority Non-White,NA,NA,NA,3,1,0,1,1
13,93,Georgia,Dooly County,13706,race-ethnicity,"Majority White, Non-Hispanic",NA,NA,NA,3,NA,NA,NA,NA
13,95,Georgia,Dougherty County,91243,all,All,0.6030043,0.6286616,0.577347,1,13.00960044,19.17125354,1,1
13,95,Georgia,Dougherty County,91243,race-ethnicity,Mixed Race and Ethnicity,NA,NA,NA,NA,9.288082902,11.85699482,1,1
13,95,Georgia,Dougherty County,91243,race-ethnicity,Majority Non-White,0.6672862,0.6954534,0.639119,1,13.79763326,20.53881229,1,1
